"Coefficient","CpG"
0,"cg21464859"
0,"cg21466623"
0,"cg21467362"
0,"cg21470537"
0,"cg21471318"
0,"cg21472737"
0,"cg21472783"
0,"cg21473019"
0,"cg21473170"
0,"cg21473984"
0,"cg21474259"
0,"cg21474882"
0,"cg21479658"
0,"cg21479851"
0,"cg21482536"
-0.0397069717065733,"cg21484638"
0,"cg21485117"
0,"cg21487207"
0,"cg21489919"
0,"cg21489980"
0,"cg21490132"
0,"cg21493516"
0,"cg21494649"
0,"cg21498538"
0,"cg21498545"
0,"cg21500489"
0,"cg21501358"
0,"cg21503553"
0,"cg21508496"
0,"cg21508838"
0,"cg21510166"
0,"cg21510683"
0,"cg21511816"
0,"cg21513836"
0,"cg21516079"
0,"cg21519567"
0,"cg21520769"
0,"cg21522167"
0,"cg21523490"
0,"cg21525047"
0,"cg21526212"
0,"cg21526720"
0,"cg21526797"
0,"cg21527341"
0,"cg21530385"
0,"cg21531455"
0,"cg21531923"
0,"cg21532697"
0,"cg21532698"
0,"cg21536129"
0,"cg21539484"
0,"cg21540320"
0,"cg21542900"
0,"cg21544988"
0,"cg21545849"
0,"cg21547391"
0,"cg21547425"
0,"cg21551252"
0,"cg21551433"
0,"cg21552081"
0,"cg21552156"
0,"cg21553452"
0,"cg21559622"
0,"cg21560397"
0,"cg21560468"
0,"cg21562108"
0,"cg21570151"
0,"cg21571952"
0,"cg21574224"
0,"cg21574459"
0,"cg21576760"
0,"cg21577422"
0,"cg21578463"
0,"cg21579954"
0,"cg21583601"
0,"cg21583981"
0,"cg21586116"
0,"cg21587680"
0,"cg21588080"
0,"cg21589712"
0,"cg21589847"
0,"cg21589872"
0,"cg21590691"
0,"cg21590845"
0,"cg21598257"
0,"cg21598510"
0,"cg21599130"
0,"cg21601546"
0,"cg21602520"
0,"cg21602557"
0,"cg21607628"
0,"cg21608448"
0,"cg21608575"
0,"cg21610620"
0,"cg21612167"
0,"cg21614032"
0,"cg21614607"
0,"cg21614952"
0,"cg21615099"
0,"cg21617338"
0,"cg21621926"
0,"cg21622464"
0,"cg21623089"
0,"cg21624558"
0,"cg21624643"
0,"cg21625173"
0,"cg21626945"
0,"cg21628661"
0,"cg21628751"
0,"cg21628818"
0,"cg21630368"
0,"cg21630674"
0,"cg21631452"
0,"cg21631546"
0,"cg21631613"
0,"cg21633612"
0,"cg21633990"
0,"cg21634324"
0,"cg21635439"
0,"cg21636128"
0,"cg21636615"
0,"cg21639332"
0,"cg21642467"
0,"cg21645186"
0,"cg21650422"
0,"cg21650436"
0,"cg21652399"
0,"cg21654796"
0,"cg21657112"
0,"cg21657265"
0,"cg21660871"
0,"cg21661665"
0,"cg21663142"
0,"cg21664672"
0,"cg21665058"
0,"cg21667939"
0,"cg21668347"
0,"cg21670996"
0,"cg21673805"
0,"cg21674101"
0,"cg21674369"
0,"cg21675013"
0,"cg21676597"
0,"cg21681084"
0,"cg21684650"
0,"cg21684886"
0,"cg21685367"
0,"cg21685750"
0,"cg21686258"
0,"cg21689818"
0,"cg21690255"
0,"cg21691694"
0,"cg21692288"
0,"cg21693485"
0,"cg21694863"
0,"cg21696089"
0,"cg21703143"
0,"cg21703944"
0,"cg21705026"
0,"cg21709655"
0,"cg21711680"
0,"cg21711993"
0,"cg21712213"
0,"cg21714079"
0,"cg21715204"
0,"cg21715576"
0,"cg21716905"
0,"cg21716973"
0,"cg21719053"
0,"cg21722714"
0,"cg21724411"
0,"cg21728414"
0,"cg21728808"
0,"cg21731123"
0,"cg21731503"
0,"cg21731594"
0,"cg21733082"
0,"cg21736530"
0,"cg21738347"
0,"cg21738950"
0,"cg21740009"
0,"cg21741768"
0,"cg21743182.1"
0,"cg21743182.2"
0,"cg21745073"
0,"cg21746387"
0,"cg21748571"
0,"cg21749099"
0,"cg21750779"
0,"cg21752606"
0,"cg21753180"
0,"cg21756215"
0,"cg21758687"
0,"cg21760034"
0,"cg21761702"
0,"cg21761706"
0,"cg21762467"
0,"cg21762820"
0,"cg21764531"
0,"cg21767196"
0,"cg21768236"
0,"cg21773992"
0,"cg21777070"
0,"cg21778526"
0,"cg21790415"
0,"cg21790694"
0,"cg21797039"
0,"cg21797837"
0,"cg21799154"
0,"cg21799207"
0,"cg21800749"
0,"cg21803630"
0,"cg21804097"
0,"cg21805940"
0,"cg21807305"
0,"cg21809124"
0,"cg21809441"
0,"cg21811373"
0,"cg21812916"
0,"cg21815434"
0,"cg21815569"
0,"cg21815749"
0,"cg21815808"
0,"cg21816476"
0,"cg21818536"
0,"cg21818687"
0,"cg21818900"
0,"cg21820731"
0,"cg21820842"
0,"cg21821439"
0,"cg21821479"
0,"cg21821706"
0,"cg21826154"
0,"cg21826256"
0,"cg21827311"
0,"cg21830760"
0,"cg21833579"
0,"cg21834739"
0,"cg21834803"
0,"cg21835206"
0,"cg21836049"
0,"cg21836062"
0,"cg21836538"
0,"cg21836698"
0,"cg21836885"
0,"cg21838235"
0,"cg21838477"
0,"cg21839725"
0,"cg21839841"
0,"cg21841353"
0,"cg21841556"
0,"cg21841644"
0,"cg21846632"
0,"cg21847954"
0,"cg21852308"
0,"cg21852513"
0,"cg21852818"
0,"cg21853871"
0,"cg21857363"
0,"cg21858368"
0,"cg21858781"
0,"cg21863869"
0,"cg21865654"
0,"cg21870003"
0,"cg21871721"
0,"cg21872788"
0,"cg21876626"
0,"cg21878650.1"
0,"cg21879618"
0,"cg21880016"
0,"cg21880134"
0,"cg21883915"
0,"cg21884905"
0,"cg21885042"
0,"cg21885075"
0,"cg21887986"
0,"cg21889960"
0,"cg21896024"
0,"cg21896485"
0,"cg21897795"
0,"cg21900211"
0,"cg21900509"
0,"cg21902327"
0,"cg21904140"
0,"cg21906315"
0,"cg21906588"
0,"cg21907062"
0,"cg21908378"
0,"cg21913180"
0,"cg21913681"
0,"cg21917706"
0,"cg21917735"
0,"cg21921063"
0,"cg21925889"
0,"cg21927949"
0,"cg21929632"
0,"cg21930209"
0,"cg21931649"
0,"cg21933681"
0,"cg21938659"
0,"cg21942524"
0,"cg21944491"
0,"cg21948029"
0,"cg21948411"
0,"cg21949697"
0,"cg21949818"
0,"cg21950131"
0,"cg21951974"
0,"cg21953480"
0,"cg21956144"
0,"cg21956876"
0,"cg21957832"
0,"cg21958171"
0,"cg21960330"
0,"cg21960684"
0,"cg21965982"
0,"cg21969011"
0.107833355664083,"cg21969265"
0,"cg21972990"
0,"cg21973276"
0,"cg21973766"
0,"cg21973872"
0,"cg21977706"
0,"cg21987032"
0,"cg21988123"
0,"cg21988562"
0,"cg21989377"
0,"cg21989707"
0,"cg21989886"
0,"cg21993706.2"
0,"cg21996984"
0,"cg22001114"
0,"cg22004739"
0,"cg22006949"
0.0444802926806096,"cg22007739"
0,"cg22008756"
0,"cg22010676"
0,"cg22012277"
0,"cg22012408"
0,"cg22012813"
0,"cg22018432"
0,"cg22022094"
0,"cg22023191"
0,"cg22024413"
0,"cg22024422"
0,"cg22024990"
0,"cg22025436"
0,"cg22029056"
0,"cg22031066"
0,"cg22031598"
0,"cg22032057"
0,"cg22032487"
0,"cg22033193"
0,"cg22033619"
0,"cg22033801"
0,"cg22034086"
0,"cg22040780"
0,"cg22041432"
0,"cg22043637"
0,"cg22044564"
0,"cg22045492"
0,"cg22048157"
0,"cg22048239"
0,"cg22051383"
0,"cg22053627"
0,"cg22053938"
0,"cg22057720"
0,"cg22059812"
0,"cg22059823"
0,"cg22061411"
0,"cg22062581"
0,"cg22063749"
0,"cg22067905"
0,"cg22069272"
0,"cg22073028"
0,"cg22073073"
0,"cg22075177"
0,"cg22075970"
0,"cg22077750"
0,"cg22078690"
0,"cg22081744"
0,"cg22090756"
0,"cg22092717"
0,"cg22094235"
0,"cg22095424"
0,"cg22097793"
0,"cg22100382"
0,"cg22102759"
0,"cg22102944"
0,"cg22110364"
0,"cg22110794"
0,"cg22112884"
0,"cg22113843"
0,"cg22114053"
0,"cg22122198"
0,"cg22122783"
0,"cg22124077"
0,"cg22131459"
0,"cg22134358"
0,"cg22134386"
0,"cg22141415"
0,"cg22143274"
0,"cg22144210"
0,"cg22146484"
0,"cg22148191"
0,"cg22149755"
0,"cg22151587"
0,"cg22151777"
0,"cg22154099"
0,"cg22155118"
0,"cg22155192"
0,"cg22158106"
0,"cg22159540"
0,"cg22159903"
0,"cg22163848"
0,"cg22166290"
0,"cg22167768"
0,"cg22170285"
0,"cg22171829.2"
0,"cg22174191"
0,"cg22174870"
0,"cg22177193"
0,"cg22181118"
0,"cg22181687"
0,"cg22182330"
0,"cg22183370"
0,"cg22183626"
0,"cg22187602"
0,"cg22188876"
0,"cg22189511"
0,"cg22189866"
0,"cg22190090"
0,"cg22192255"
0,"cg22192672"
0,"cg22198054"
0,"cg22198893"
0,"cg22202306"
0,"cg22202372"
0,"cg22202408"
0,"cg22204849"
0,"cg22205400"
0,"cg22206368"
0,"cg22207842"
0,"cg22208258"
0,"cg22208523"
0,"cg22209761"
0,"cg22210012"
0,"cg22211710"
0,"cg22213242"
0,"cg22215632"
0,"cg22218566"
0,"cg22219469"
0,"cg22228949"
0,"cg22232807"
0,"cg22234098"
0,"cg22234431"
0,"cg22234802"
0,"cg22237797"
0,"cg22238102"
0,"cg22241443"
0,"cg22244821"
0,"cg22245041"
0,"cg22247803"
0,"cg22248420"
0,"cg22249017"
0,"cg22249391"
0,"cg22250202"
0,"cg22250678"
0,"cg22250937"
0,"cg22251756"
0,"cg22254756"
0,"cg22255654"
0,"cg22255679"
0,"cg22256767"
0,"cg22262099"
0,"cg22262485"
0,"cg22263440"
0,"cg22264225"
0,"cg22264773"
0,"cg22267456"
0,"cg22270635"
0,"cg22272716"
0,"cg22272965"
0,"cg22276147"
0,"cg22276515"
0,"cg22281063"
0,"cg22283959"
0,"cg22284236"
0,"cg22285267"
0,"cg22285914"
0,"cg22289282"
0,"cg22289452"
0,"cg22290035"
0,"cg22292910"
0,"cg22298461"
0,"cg22299462"
0,"cg22299662"
0,"cg22300018"
0,"cg22306928"
0,"cg22307154"
0,"cg22309804"
0,"cg22310572"
0,"cg22311716"
0,"cg22313191"
0,"cg22313325"
0,"cg22314954"
0,"cg22315785"
0,"cg22316391"
0,"cg22320967"
0,"cg22321187"
0,"cg22329527"
0,"cg22330399"
0,"cg22330612"
0,"cg22332421"
0,"cg22336246"
0,"cg22337652"
0,"cg22338588"
0,"cg22338839"
0,"cg22342081"
0,"cg22342157"
0,"cg22342392"
0,"cg22343089"
0,"cg22343459"
0,"cg22348014"
0,"cg22350339"
0,"cg22351612"
0,"cg22351850"
0,"cg22354122"
0,"cg22354333"
0,"cg22354659"
0,"cg22356487"
0,"cg22356523"
0,"cg22357843"
0,"cg22358400"
0,"cg22358580"
0,"cg22359948"
0,"cg22362271"
0,"cg22363783"
0,"cg22363893"
0,"cg22364614"
0,"cg22368918"
0,"cg22369254"
0,"cg22369908"
0,"cg22371222"
0,"cg22371517"
0,"cg22373137"
0,"cg22373416"
0,"cg22373432"
0,"cg22375533"
0,"cg22376688"
0,"cg22378817"
0,"cg22379645"
0,"cg22379825"
0,"cg22380921"
0,"cg22382819"
0,"cg22385855"
0,"cg22389732"
0,"cg22391226"
0,"cg22395399"
0,"cg22397546"
0,"cg22398409"
0,"cg22399544"
0,"cg22400231"
0,"cg22402892"
0,"cg22407576"
0,"cg22409694"
0,"cg22410756"
0,"cg22411776"
0,"cg22413439"
0,"cg22413784"
0,"cg22414596"
0,"cg22416332"
0,"cg22417789"
0,"cg22418428"
0,"cg22419039"
0,"cg22421698"
0,"cg22423049"
0,"cg22423529"
0,"cg22423904"
0,"cg22426280"
0,"cg22426869"
0,"cg22427423"
0,"cg22432848"
0,"cg22434538"
0,"cg22437098"
0,"cg22438236"
0,"cg22438797"
0,"cg22443103"
0,"cg22444717"
0,"cg22446589"
0,"cg22449107"
0,"cg22450471"
0,"cg22451098"
0,"cg22452485"
0,"cg22454980"
0,"cg22457719"
0,"cg22457882"
0,"cg22457995"
0,"cg22459894"
0,"cg22464182"
0,"cg22466026"
0,"cg22468194"
0,"cg22474739"
0,"cg22476468"
0,"cg22477063"
0,"cg22479030"
0,"cg22479660"
0,"cg22487274"
0,"cg22488935"
0,"cg22489511"
0,"cg22489661"
0,"cg22490381"
0,"cg22490506"
0,"cg22494132"
0,"cg22494342"
0,"cg22496127"
0,"cg22498817"
0,"cg22499924"
0,"cg22502837"
0,"cg22502858"
0,"cg22503890"
0,"cg22504100"
0,"cg22505808"
0,"cg22506418"
0,"cg22507112"
0.0161115495755681,"cg22507874"
0,"cg22513472"
0,"cg22513691"
0,"cg22515103"
0,"cg22515758"
0,"cg22518437"
0,"cg22519116"
0,"cg22519171"
0,"cg22520505"
0,"cg22520779"
0,"cg22521168"
0,"cg22521770"
0,"cg22521808"
0,"cg22522751"
0,"cg22523886"
0,"cg22525783"
0,"cg22525805"
0,"cg22526531"
0,"cg22527167"
0,"cg22527990"
0,"cg22529808"
0,"cg22530914"
0,"cg22531162"
0,"cg22531224"
0,"cg22531240"
0,"cg22531336"
0,"cg22532263"
0,"cg22533021"
0,"cg22535472"
0,"cg22536132"
0,"cg22539455"
0,"cg22539736"
0,"cg22543640"
0,"cg22543683"
0,"cg22544164"
0,"cg22548438"
0,"cg22550206"
0,"cg22551406"
0,"cg22552125"
0,"cg22552660"
0,"cg22552849"
0,"cg22553557"
0,"cg22555016"
0,"cg22555863"
0,"cg22559021"
0,"cg22559981"
0,"cg22560410"
0,"cg22560467"
0,"cg22562422"
0,"cg22565658"
0,"cg22566719"
0,"cg22567411"
0,"cg22568695"
0,"cg22572489"
0,"cg22577350"
0,"cg22580162"
0,"cg22584556"
0,"cg22586214"
0,"cg22587050"
0,"cg22588813"
0,"cg22589574"
0,"cg22590252"
0,"cg22591444"
0,"cg22591675"
0,"cg22592261"
0,"cg22592649"
0,"cg22595863"
0,"cg22596191"
0,"cg22597801"
0.388685848257083,"cg22598041"
0,"cg22598885"
0,"cg22599383"
0,"cg22602409"
0,"cg22603530"
0,"cg22605660"
0,"cg22608267"
0,"cg22608679"
0,"cg22610366"
0,"cg22616024"
0,"cg22619012"
0,"cg22619563"
0,"cg22620222"
0,"cg22622940"
0,"cg22623934"
0,"cg22624386"
0,"cg22627187"
0,"cg22631105"
0,"cg22639428"
0,"cg22652525"
0,"cg22653845"
0,"cg22654310"
0,"cg22655206"
0,"cg22656844"
0,"cg22660049"
0.0251524336821703,"cg22660217"
0,"cg22660876"
0,"cg22661206"
0,"cg22661567"
0,"cg22661680"
0,"cg22662557"
0,"cg22663524"
0,"cg22666763"
0,"cg22667099"
0,"cg22668960"
0,"cg22671032"
0,"cg22672691"
0,"cg22673414"
0,"cg22674065"
0,"cg22674717"
0,"cg22675140"
0,"cg22675852"
0,"cg22676465"
0,"cg22679901"
0,"cg22680281"
0,"cg22685258"
0,"cg22685630"
0,"cg22685742"
0,"cg22688063"
0,"cg22689233"
0,"cg22690127"
0,"cg22693978"
0,"cg22694153"
0,"cg22696118"
0,"cg22698853"
0,"cg22701693"
0,"cg22705792"
0,"cg22709981"
0,"cg22710034"
0,"cg22710109"
0,"cg22713419"
0,"cg22713443"
0,"cg22715479"
0,"cg22717202"
0,"cg22718540"
0,"cg22719564"
0,"cg22720332"
0,"cg22723782"
0,"cg22731136"
0,"cg22735901"
0,"cg22741302"
0,"cg22743466"
0,"cg22745397"
0,"cg22745440"
0,"cg22746319"
0,"cg22747076"
0,"cg22750057"
0,"cg22751608"
0,"cg22756585"
0,"cg22760044"
0,"cg22760542"
0,"cg22762541"
0,"cg22763089"
0,"cg22763862"
0,"cg22766890"
0,"cg22767566"
0,"cg22773167"
0,"cg22776742"
0,"cg22777758"
0,"cg22782498"
0,"cg22783088"
0,"cg22785415"
0,"cg22785901"
0,"cg22787234"
0,"cg22787311"
0,"cg22788085"
0,"cg22788316"
0,"cg22790931"
0,"cg22791342"
0,"cg22792446"
0,"cg22804388"
0,"cg22805522"
0,"cg22806872"
0,"cg22807065"
0,"cg22807090"
0,"cg22820737"
0,"cg22822344"
0,"cg22822366"
0,"cg22823874"
0,"cg22825316"
0,"cg22825448"
0,"cg22825729"
0,"cg22825789"
0,"cg22828044"
0,"cg22828746"
0,"cg22830182"
0,"cg22830890"
0,"cg22834563"
0,"cg22835911"
0,"cg22837587"
0,"cg22838106"
0,"cg22842781"
0,"cg22848871"
0,"cg22850070"
0,"cg22850945"
0,"cg22852890"
0,"cg22853713"
0,"cg22855949"
0,"cg22859010"
0,"cg22859252"
0,"cg22861867"
0,"cg22862561"
0,"cg22862920"
0,"cg22865208"
0,"cg22869909"
0,"cg22870984"
0,"cg22872620"
0,"cg22873312"
0,"cg22877475"
0,"cg22877608"
0,"cg22878382"
0,"cg22878456"
0,"cg22879048"
0,"cg22880373"
0,"cg22882174"
0,"cg22885062"
0,"cg22885558"
0,"cg22887292"
0,"cg22889443"
0,"cg22890537"
0,"cg22891062"
0,"cg22891175"
0,"cg22892466"
0,"cg22893791"
0,"cg22894295"
0,"cg22894390"
0,"cg22897826"
0,"cg22899100"
0,"cg22901671"
0,"cg22902874"
0,"cg22903204"
0,"cg22903399"
0,"cg22905206"
0,"cg22905405"
0,"cg22911887"
0,"cg22912836"
0,"cg22914193"
0,"cg22914892"
0,"cg22916990"
0,"cg22921137"
0,"cg22921760"
0,"cg22925388"
0,"cg22928316"
0,"cg22928410"
0,"cg22929401"
0,"cg22930716"
0,"cg22933950"
0,"cg22934566"
0,"cg22935821"
0,"cg22938305"
0,"cg22940022"
0,"cg22940406"
0,"cg22942788"
0,"cg22945864"
0,"cg22947612"
0,"cg22948726"
0,"cg22949148"
0,"cg22949164"
0,"cg22950745"
0,"cg22951079"
0,"cg22951451"
0,"cg22956116"
0,"cg22959254"
0,"cg22959737"
0,"cg22964079"
0,"cg22969999"
0,"cg22972602"
0,"cg22972685"
0,"cg22973588"
0,"cg22975794"
0,"cg22976006"
0,"cg22980730"
0,"cg22981774"
0,"cg22982573"
0,"cg22982934"
0,"cg22985336"
0,"cg22988741"
0,"cg22989345"
0,"cg22993731"
0,"cg22994024"
0,"cg22996819"
0,"cg22998308"
0,"cg23000776"
0,"cg23001174"
0,"cg23001199"
0,"cg23001333"
0,"cg23001868"
0,"cg23003419"
0,"cg23004138"
0,"cg23006178"
0,"cg23007006"
0,"cg23009123"
0,"cg23009726"
0,"cg23012327"
0,"cg23012887"
0,"cg23014365"
0,"cg23014445"
0,"cg23015165"
0,"cg23017421"
0,"cg23018843"
0,"cg23019001"
0,"cg23019935"
0,"cg23021688"
0,"cg23023864"
0,"cg23024443"
0,"cg23024952"
0,"cg23025540"
0,"cg23025641"
0,"cg23027042"
0,"cg23028216"
0,"cg23028577"
0,"cg23032385"
0,"cg23033318"
0,"cg23034244"
0,"cg23037044"
0,"cg23037560"
0,"cg23037611"
0,"cg23037801"
0,"cg23038681"
0,"cg23042706"
0,"cg23045418"
0,"cg23046555"
0,"cg23047434"
0,"cg23048326"
0,"cg23050114"
0,"cg23051769"
0,"cg23055029"
0,"cg23055110"
0,"cg23059642"
0,"cg23066817"
0,"cg23068476"
0,"cg23068674"
0,"cg23070857"
0,"cg23075174"
0,"cg23075928"
0,"cg23076498"
0,"cg23077636"
-0.0424888394122126,"cg23078557"
0,"cg23078810"
0,"cg23081020"
0,"cg23081193"
0,"cg23082716"
0,"cg23083092"
0,"cg23085204"
0,"cg23087335"
0,"cg23088609"
0,"cg23089428"
0,"cg23089474"
0,"cg23090567"
0,"cg23091169"
0,"cg23091488"
0,"cg23094811"
0,"cg23098364"
0,"cg23100403"
0,"cg23100467"
0,"cg23101259"
0,"cg23102356"
0,"cg23106587"
0,"cg23107856"
0,"cg23108121"
0,"cg23108132"
0,"cg23108693"
0,"cg23109591"
0,"cg23110932"
0,"cg23111024"
0,"cg23113120"
0,"cg23114362"
0,"cg23114440"
0,"cg23115029"
0,"cg23116266"
0,"cg23117269"
0,"cg23118730"
0,"cg23120132"
0,"cg23122881"
0,"cg23124809"
0,"cg23126716"
0,"cg23127199"
0,"cg23128382"
0,"cg23129938"
0,"cg23131802"
0,"cg23136264"
0,"cg23137579"
0,"cg23141317"
0,"cg23141779"
0,"cg23145319"
0,"cg23145858"
0,"cg23146472"
0,"cg23146717"
0,"cg23147149"
0,"cg23148651"
0,"cg23152556"
0,"cg23152600"
0,"cg23156157"
0,"cg23160268"
0,"cg23160683"
0,"cg23162211"
0,"cg23163484"
0,"cg23164054"
0,"cg23165182"
0,"cg23165930"
0,"cg23167070"
0,"cg23169811"
0,"cg23170538"
0,"cg23178698"
0,"cg23179977"
0,"cg23181591"
0,"cg23182787"
0,"cg23185291"
0,"cg23185292"
0.0458252509384973,"cg23189934"
0,"cg23190295"
0,"cg23191859"
0,"cg23192496"
0,"cg23194298"
0,"cg23194329"
0,"cg23194993"
0,"cg23195996"
0,"cg23197560"
0,"cg23200277"
0,"cg23200795"
0,"cg23201043"
0,"cg23201535"
0,"cg23204033"
0,"cg23206974"
0,"cg23207462"
0,"cg23208242"
0,"cg23208420"
0,"cg23209537"
0,"cg23211163"
0,"cg23211292"
0,"cg23212057"
0,"cg23213342"
0,"cg23217865"
0,"cg23218273"
0,"cg23218693"
0,"cg23220346"
0,"cg23220617"
0,"cg23222225"
0,"cg23224171"
0,"cg23224698"
0,"cg23225221"
0,"cg23230336"
0,"cg23235203"
0,"cg23235460"
0,"cg23235972"
0,"cg23237483"
0,"cg23238433"
0,"cg23240071"
0,"cg23242411"
0,"cg23242572"
0,"cg23242885"
0,"cg23243432"
0,"cg23245779"
0,"cg23247491"
0,"cg23247981"
0,"cg23252799"
0,"cg23254039"
0,"cg23257821"
0,"cg23261357"
0,"cg23262134"
0,"cg23263253"
0,"cg23263602"
0,"cg23266866"
0,"cg23269439"
0,"cg23270431"
0,"cg23270711"
0,"cg23272565"
0,"cg23274273"
0,"cg23276047"
0,"cg23276686"
0,"cg23277670"
0,"cg23278196"
0,"cg23279931"
0,"cg23280583"
0,"cg23283355"
0,"cg23287176"
0,"cg23288914"
0,"cg23292230"
0,"cg23292715"
0,"cg23293834"
0,"cg23294393"
0,"cg23296078"
0,"cg23297972"
0,"cg23298481"
0,"cg23298936"
0.112709758681883,"cg23302461"
0,"cg23302801"
0,"cg23309550"
0,"cg23311800"
0,"cg23314394"
0,"cg23314464"
0,"cg23316150"
0,"cg23317782"
0,"cg23319205"
0,"cg23320654"
0,"cg23325379"
0,"cg23327296"
0,"cg23329157"
0,"cg23330818"
0,"cg23331127"
0,"cg23331714"
0,"cg23333310"
0,"cg23335790"
0,"cg23337318"
0,"cg23340456"
0,"cg23342013"
0,"cg23344477"
0,"cg23345561"
0,"cg23346796"
0,"cg23348638"
0,"cg23350964"
0,"cg23352252"
0,"cg23356959"
0,"cg23357093"
0.110192039636146,"cg23361259"
0,"cg23361594"
0,"cg23363971"
0,"cg23364380"
0,"cg23364703"
0,"cg23366861"
0,"cg23369348"
0,"cg23373574"
0,"cg23383461"
0,"cg23384377"
0,"cg23388027"
0,"cg23388626"
0,"cg23388969"
0,"cg23393100"
0,"cg23394448"
0,"cg23395126"
0,"cg23398642"
0,"cg23401456"
0,"cg23401809"
0,"cg23402580"
0,"cg23403969"
0,"cg23405587"
0,"cg23405931"
0,"cg23407421"
0,"cg23410163"
0,"cg23415880"
0,"cg23418225"
0,"cg23418942"
0,"cg23419437"
0,"cg23424255"
0,"cg23429416"
0,"cg23431105"
0,"cg23432345"
0,"cg23432399"
0,"cg23434234"
0,"cg23435453"
0,"cg23436080"
0,"cg23437184"
0,"cg23437216"
0,"cg23438753"
0,"cg23438859"
0,"cg23441866"
0,"cg23442072"
0,"cg23442353"
0,"cg23443820"
0,"cg23445360"
0,"cg23446200"
0,"cg23446650"
0,"cg23449696"
0,"cg23451903"
0,"cg23452206"
0,"cg23463700"
0,"cg23464955"
0,"cg23464958"
0,"cg23467634"
0,"cg23471370"
0,"cg23474302"
0,"cg23474846"
0,"cg23475389"
0,"cg23476265"
0,"cg23476546"
0,"cg23476551"
0,"cg23477051"
0,"cg23477593"
0,"cg23479761"
0,"cg23480112"
0,"cg23485338"
0,"cg23487071"
0,"cg23488193"
0,"cg23488433"
0,"cg23493031"
0,"cg23493585"
0,"cg23495507"
0,"cg23496355"
0,"cg23497109"
0,"cg23499683"
0,"cg23499850"
0,"cg23500474"
0,"cg23501244"
0,"cg23503691"
0,"cg23505231"
0,"cg23505965"
0,"cg23506923"
0,"cg23507108"
0,"cg23509770"
0,"cg23521331"
0,"cg23525713"
0,"cg23526824"
0,"cg23526975"
0,"cg23527494"
0,"cg23535036"
0,"cg23535950"
0,"cg23536300"
0,"cg23536970"
0,"cg23539011"
0,"cg23541245"
0,"cg23542171"
0,"cg23543309"
0,"cg23544141"
0,"cg23546331"
0,"cg23546873"
0,"cg23547813"
0,"cg23548789"
0,"cg23549256"
0,"cg23552174"
0,"cg23552700"
0,"cg23553831"
0,"cg23559331"
0,"cg23561706"
0,"cg23562681"
0,"cg23563241"
0,"cg23564550"
0,"cg23564585"
0,"cg23567910"
0,"cg23568020"
0,"cg23569600"
0,"cg23571288"
0,"cg23571447"
0,"cg23572376"
0,"cg23573697"
0,"cg23574150"
0,"cg23574174"
0,"cg23575211"
0,"cg23575907"
0,"cg23575948"
0,"cg23576695"
0,"cg23577322"
0,"cg23582482"
0,"cg23582869"
0,"cg23585084"
0,"cg23585860"
0,"cg23591572"
0,"cg23592313"
0,"cg23593476"
0,"cg23595173"
0,"cg23595572"
0,"cg23595803"
0,"cg23596522"
0,"cg23597056"
0,"cg23597596"
0,"cg23598264"
0,"cg23600198"
0,"cg23603747"
0,"cg23605333"
0,"cg23607702"
0,"cg23610653"
0,"cg23613473"
0,"cg23617854"
0,"cg23618499"
0,"cg23619049"
0,"cg23619357"
0,"cg23623146"
0,"cg23623436"
0,"cg23623785"
0,"cg23625246"
0,"cg23625681"
0,"cg23626248"
0,"cg23627331"
0,"cg23627494"
0,"cg23629468"
0,"cg23632380"
0,"cg23633223"
0,"cg23640111"
0,"cg23640730"
0,"cg23642006"
0,"cg23643330"
0,"cg23644617"
0,"cg23644927"
0,"cg23646867"
0,"cg23648786"
0,"cg23649217"
0,"cg23653022"
0,"cg23653660"
0,"cg23653728"
0,"cg23659896"
0,"cg23660179"
0,"cg23661793"
0,"cg23662675"
0,"cg23662713"
0,"cg23663242"
0,"cg23667730"
0,"cg23667816"
0,"cg23668389"
0,"cg23671588"
0,"cg23675208"
0,"cg23677945"
0,"cg23678852"
0,"cg23679105"
0,"cg23681938"
0,"cg23683018"
0,"cg23683070"
0,"cg23683971"
0,"cg23684458"
0,"cg23684482"
0,"cg23687194"
0,"cg23688276"
0,"cg23692999"
0,"cg23693510"
0,"cg23693668"
0,"cg23694175"
0,"cg23695615"
0,"cg23696484"
0,"cg23698415"
0,"cg23698708"
0,"cg23701217"
0,"cg23701625"
0,"cg23702010"
0,"cg23702410"
0,"cg23702568"
0,"cg23703604"
0,"cg23704891"
0,"cg23705797"
0,"cg23712728"
0,"cg23712970"
0,"cg23713764"
0,"cg23717232"
0,"cg23717490"
0,"cg23718844"
0,"cg23720638"
0,"cg23720877"
0,"cg23728569"
0,"cg23732735"
0,"cg23734134"
0,"cg23734659"
0,"cg23738088"
0,"cg23739193"
0,"cg23743304"
0,"cg23745624"
0,"cg23748275"
0,"cg23748504"
0,"cg23750795"
0,"cg23751538"
0,"cg23751724"
0,"cg23752210"
0,"cg23753196"
0,"cg23753715"
0,"cg23755537"
0,"cg23758053"
0,"cg23758189"
0,"cg23758231"
0,"cg23760002"
0,"cg23763361"
0,"cg23763736"
0,"cg23764151"
0,"cg23769370"
0,"cg23773815"
0,"cg23773983"
0,"cg23774400"
0,"cg23774467"
0,"cg23775742"
0,"cg23778391"
0,"cg23779125"
0,"cg23781022"
